tool_id,old_mcp_name,new_mcp_name,category,provider,action
weather.get_current,weather.conditions.current,weather.weather.get_current,weather,weather,get_current
weather.get_forecast,weather.conditions.forecast,weather.weather.get_forecast,weather,weather,get_forecast
weather.get_alerts,weather.alerts.get,weather.weather.get_alerts,weather,weather,get_alerts
weather.get_history,weather.conditions.history,weather.weather.get_history,weather,weather,get_history
weather.air_quality,weather.air.quality,weather.weather.air_quality,weather,weather,air_quality
weather.geocode,weather.location.geocode,weather.weather.geocode,weather,weather,geocode
weather.compare,weather.conditions.compare,weather.weather.compare,weather,weather,compare
crypto.get_price,crypto.price.current,crypto.crypto.get_price,crypto,crypto,get_price
coingecko.get_market,crypto.market.overview,crypto.coingecko.get_market,crypto,coingecko,get_market
crypto.coin_detail,crypto.coin.detail,crypto.crypto.coin_detail,crypto,crypto,coin_detail
crypto.price_history,crypto.price.history,crypto.crypto.price_history,crypto,crypto,price_history
crypto.trending,crypto.trending.get,crypto.crypto.trending,crypto,crypto,trending
crypto.global,crypto.global.stats,crypto.crypto.global,crypto,crypto,global
crypto.dex_pools,crypto.dex.pools,crypto.crypto.dex_pools,crypto,crypto,dex_pools
crypto.token_by_address,crypto.token.lookup,crypto.crypto.token_by_address,crypto,crypto,token_by_address
crypto.search,crypto.coin.search,crypto.crypto.search,crypto,crypto,search
polymarket.search,polymarket.market.search,crypto.polymarket.search,crypto,polymarket,search
polymarket.market_detail,polymarket.market.detail,crypto.polymarket.market_detail,crypto,polymarket,market_detail
polymarket.prices,polymarket.market.prices,crypto.polymarket.prices,crypto,polymarket,prices
polymarket.price_history,polymarket.market.history,crypto.polymarket.price_history,crypto,polymarket,price_history
polymarket.get_orderbook,polymarket.market.orderbook,crypto.polymarket.get_orderbook,crypto,polymarket,get_orderbook
polymarket.trending,polymarket.market.trending,crypto.polymarket.trending,crypto,polymarket,trending
polymarket.place_order,polymarket.trading.place_order,crypto.polymarket.place_order,crypto,polymarket,place_order
polymarket.cancel_order,polymarket.trading.cancel_order,crypto.polymarket.cancel_order,crypto,polymarket,cancel_order
polymarket.open_orders,polymarket.trading.open_orders,crypto.polymarket.open_orders,crypto,polymarket,open_orders
polymarket.trade_history,polymarket.trading.history,crypto.polymarket.trade_history,crypto,polymarket,trade_history
polymarket.balance,polymarket.account.balance,crypto.polymarket.balance,crypto,polymarket,balance
sabre.search_flights,sabre.flights.search,travel.sabre.search_flights,travel,sabre,search_flights
sabre.destination_finder,sabre.flights.destinations,travel.sabre.destination_finder,travel,sabre,destination_finder
sabre.airline_lookup,sabre.reference.airline,travel.sabre.airline_lookup,travel,sabre,airline_lookup
sabre.travel_themes,sabre.reference.themes,travel.sabre.travel_themes,travel,sabre,travel_themes
amadeus.flight_search,amadeus.flights.search,travel.amadeus.flight_search,travel,amadeus,flight_search
amadeus.flight_price,amadeus.flights.price,travel.amadeus.flight_price,travel,amadeus,flight_price
amadeus.flight_status,amadeus.flights.status,travel.amadeus.flight_status,travel,amadeus,flight_status
amadeus.airport_search,amadeus.airports.search,travel.amadeus.airport_search,travel,amadeus,airport_search
amadeus.airport_nearest,amadeus.airports.nearest,travel.amadeus.airport_nearest,travel,amadeus,airport_nearest
amadeus.airport_routes,amadeus.airports.routes,travel.amadeus.airport_routes,travel,amadeus,airport_routes
amadeus.airline_lookup,amadeus.reference.airline,travel.amadeus.airline_lookup,travel,amadeus,airline_lookup
aviasales.search_flights,aviasales.flights.search,travel.aviasales.search_flights,travel,aviasales,search_flights
aviasales.price_calendar,aviasales.flights.calendar,travel.aviasales.price_calendar,travel,aviasales,price_calendar
aviasales.cheap_flights,aviasales.flights.cheap,travel.aviasales.cheap_flights,travel,aviasales,cheap_flights
aviasales.popular_routes,aviasales.flights.popular,travel.aviasales.popular_routes,travel,aviasales,popular_routes
aviasales.nearby_destinations,aviasales.flights.nearby,travel.aviasales.nearby_destinations,travel,aviasales,nearby_destinations
aviasales.airport_lookup,aviasales.reference.airport,travel.aviasales.airport_lookup,travel,aviasales,airport_lookup
hyperliquid.market_data,hyperliquid.markets.data,crypto.hyperliquid.market_data,crypto,hyperliquid,market_data
hyperliquid.order_book,hyperliquid.markets.orderbook,crypto.hyperliquid.order_book,crypto,hyperliquid,order_book
hyperliquid.klines,hyperliquid.markets.klines,crypto.hyperliquid.klines,crypto,hyperliquid,klines
hyperliquid.positions,hyperliquid.account.positions,crypto.hyperliquid.positions,crypto,hyperliquid,positions
hyperliquid.account,hyperliquid.account.summary,crypto.hyperliquid.account,crypto,hyperliquid,account
hyperliquid.vault,hyperliquid.vaults.details,crypto.hyperliquid.vault,crypto,hyperliquid,vault
foursquare.place_search,foursquare.places.search,location.foursquare.place_search,location,foursquare,place_search
foursquare.place_details,foursquare.places.details,location.foursquare.place_details,location,foursquare,place_details
foursquare.place_tips,foursquare.places.tips,location.foursquare.place_tips,location,foursquare,place_tips
foursquare.place_photos,foursquare.places.photos,location.foursquare.place_photos,location,foursquare,place_photos
foursquare.autocomplete,foursquare.places.autocomplete,location.foursquare.autocomplete,location,foursquare,autocomplete
ticketmaster.events_search,ticketmaster.events.search,entertainment.ticketmaster.events_search,entertainment,ticketmaster,events_search
ticketmaster.event_details,ticketmaster.events.details,entertainment.ticketmaster.event_details,entertainment,ticketmaster,event_details
ticketmaster.events_nearby,ticketmaster.events.nearby,entertainment.ticketmaster.events_nearby,entertainment,ticketmaster,events_nearby
ticketmaster.artist_events,ticketmaster.events.by_artist,entertainment.ticketmaster.artist_events,entertainment,ticketmaster,artist_events
ticketmaster.venue_events,ticketmaster.events.by_venue,entertainment.ticketmaster.venue_events,entertainment,ticketmaster,venue_events
ticketmaster.events_trending,ticketmaster.events.trending,entertainment.ticketmaster.events_trending,entertainment,ticketmaster,events_trending
ticketmaster.events_categories,ticketmaster.events.categories,entertainment.ticketmaster.events_categories,entertainment,ticketmaster,events_categories
tmdb.movie_search,tmdb.movies.search,entertainment.tmdb.movie_search,entertainment,tmdb,movie_search
tmdb.movie_details,tmdb.movies.details,entertainment.tmdb.movie_details,entertainment,tmdb,movie_details
tmdb.movie_discover,tmdb.movies.discover,entertainment.tmdb.movie_discover,entertainment,tmdb,movie_discover
tmdb.movie_trending,tmdb.movies.trending,entertainment.tmdb.movie_trending,entertainment,tmdb,movie_trending
tmdb.movie_similar,tmdb.movies.similar,entertainment.tmdb.movie_similar,entertainment,tmdb,movie_similar
tmdb.movie_person,tmdb.movies.person,entertainment.tmdb.movie_person,entertainment,tmdb,movie_person
tmdb.movie_where_to_watch,tmdb.movies.where_to_watch,entertainment.tmdb.movie_where_to_watch,entertainment,tmdb,movie_where_to_watch
health.food_search,health.nutrition.food_search,health.health.food_search,health,health,food_search
health.food_details,health.nutrition.food_details,health.health.food_details,health,health,food_details
health.drug_events,health.safety.drug_events,health.health.drug_events,health,health,drug_events
health.food_recalls,health.safety.food_recalls,health.health.food_recalls,health,health,food_recalls
health.drug_labels,health.safety.drug_labels,health.health.drug_labels,health,health,drug_labels
health.supplement_search,health.supplements.search,health.health.supplement_search,health,health,supplement_search
health.supplement_details,health.supplements.details,health.health.supplement_details,health,health,supplement_details
finance.exchange_rates,finance.currency.rates,finance.finance.exchange_rates,finance,finance,exchange_rates
finance.ecb_rates,finance.currency.ecb,finance.finance.ecb_rates,finance,finance,ecb_rates
finance.economic_indicator,finance.macro.indicator,finance.finance.economic_indicator,finance,finance,economic_indicator
finance.country_data,finance.macro.country,finance.finance.country_data,finance,finance,country_data
finance.treasury_data,finance.treasury.data,finance.finance.treasury_data,finance,finance,treasury_data
finance.validate_iban,finance.banking.iban,finance.finance.validate_iban,finance,finance,validate_iban
music.artist_search,music.artists.search,entertainment.music.artist_search,entertainment,music,artist_search
music.artist_details,music.artists.details,entertainment.music.artist_details,entertainment,music,artist_details
music.release_search,music.releases.search,entertainment.music.release_search,entertainment,music,release_search
music.release_details,music.releases.details,entertainment.music.release_details,entertainment,music,release_details
music.recording_search,music.recordings.search,entertainment.music.recording_search,entertainment,music,recording_search
music.fresh_releases,music.discover.fresh,entertainment.music.fresh_releases,entertainment,music,fresh_releases
music.radio_search,music.radio.search,entertainment.music.radio_search,entertainment,music,radio_search
aster.exchange_info,aster.exchange.info,crypto.aster.exchange_info,crypto,aster,exchange_info
aster.market_data,aster.markets.ticker,crypto.aster.market_data,crypto,aster,market_data
aster.order_book,aster.markets.orderbook,crypto.aster.order_book,crypto,aster,order_book
aster.klines,aster.markets.klines,crypto.aster.klines,crypto,aster,klines
jobs.salary_data,jobs.salary.data,jobs.jobs.salary_data,jobs,jobs,salary_data
jobs.occupation_search,jobs.occupations.search,jobs.jobs.occupation_search,jobs,jobs,occupation_search
jobs.occupation_details,jobs.occupations.details,jobs.jobs.occupation_details,jobs,jobs,occupation_details
jobs.esco_search,jobs.skills.search,jobs.jobs.esco_search,jobs,jobs,esco_search
jobs.esco_details,jobs.skills.details,jobs.jobs.esco_details,jobs,jobs,esco_details
jobs.job_search,jobs.listings.search,jobs.jobs.job_search,jobs,jobs,job_search
education.paper_search,education.papers.search,education.education.paper_search,education,education,paper_search
education.paper_details,education.papers.details,education.education.paper_details,education,education,paper_details
education.college_search,education.colleges.search,education.education.college_search,education,education,college_search
education.college_details,education.colleges.details,education.education.college_details,education,education,college_details
education.pubmed_search,education.pubmed.search,education.education.pubmed_search,education,education,pubmed_search
education.arxiv_search,education.arxiv.search,education.education.arxiv_search,education,education,arxiv_search
education.doi_lookup,education.crossref.doi,education.education.doi_lookup,education,education,doi_lookup
geo.geocode,geo.address.geocode,location.geo.geocode,location,geo,geocode
geo.reverse_geocode,geo.address.reverse,location.geo.reverse_geocode,location,geo,reverse_geocode
geo.place_search,geo.places.search,location.geo.place_search,location,geo,place_search
geo.autocomplete,geo.address.autocomplete,location.geo.autocomplete,location,geo,autocomplete
geo.routing,geo.navigation.route,location.geo.routing,location,geo,routing
geo.isochrone,geo.navigation.isochrone,location.geo.isochrone,location,geo,isochrone
geo.ip_geolocation,geo.ip.geolocation,location.geo.ip_geolocation,location,geo,ip_geolocation
aipush.setup_website,aipush.website.setup,marketing.aipush.setup_website,marketing,aipush,setup_website
aipush.website_status,aipush.website.status,marketing.aipush.website_status,marketing,aipush,website_status
aipush.generate_page,aipush.pages.generate,marketing.aipush.generate_page,marketing,aipush,generate_page
aipush.list_pages,aipush.pages.list,marketing.aipush.list_pages,marketing,aipush,list_pages
aipush.page_content,aipush.pages.content,marketing.aipush.page_content,marketing,aipush,page_content
aipush.website_profile,aipush.analysis.profile,marketing.aipush.website_profile,marketing,aipush,website_profile
aipush.check_visibility,aipush.analysis.visibility,marketing.aipush.check_visibility,marketing,aipush,check_visibility
aipush.market_report,aipush.market.report,marketing.aipush.market_report,marketing,aipush,market_report
aipush.market_report_status,aipush.market.report_status,marketing.aipush.market_report_status,marketing,aipush,market_report_status
diffbot.product_extract,diffbot.products.extract,marketing.diffbot.product_extract,marketing,diffbot,product_extract
diffbot.page_analyze,diffbot.pages.analyze,marketing.diffbot.page_analyze,marketing,diffbot,page_analyze
diffbot.article_extract,diffbot.articles.extract,marketing.diffbot.article_extract,marketing,diffbot,article_extract
diffbot.search,diffbot.knowledge.search,marketing.diffbot.search,marketing,diffbot,search
whois.lookup,whois.domain.lookup,developer.whois.lookup,developer,whois,lookup
whois.dns_lookup,whois.dns.lookup,developer.whois.dns_lookup,developer,whois,dns_lookup
whois.availability,whois.domain.availability,developer.whois.availability,developer,whois,availability
whois.reverse,whois.domain.reverse,developer.whois.reverse,developer,whois,reverse
spoonacular.recipe_search,spoonacular.recipes.search,health.spoonacular.recipe_search,health,spoonacular,recipe_search
spoonacular.recipe_details,spoonacular.recipes.details,health.spoonacular.recipe_details,health,spoonacular,recipe_details
spoonacular.by_ingredients,spoonacular.recipes.by_ingredients,health.spoonacular.by_ingredients,health,spoonacular,by_ingredients
spoonacular.ingredient_search,spoonacular.ingredients.search,health.spoonacular.ingredient_search,health,spoonacular,ingredient_search
spoonacular.analyze_recipe,spoonacular.recipes.analyze,health.spoonacular.analyze_recipe,health,spoonacular,analyze_recipe
nasa.apod,nasa.astronomy.apod,space.nasa.apod,space,nasa,apod
nasa.neo_feed,nasa.asteroids.feed,space.nasa.neo_feed,space,nasa,neo_feed
nasa.donki_flr,nasa.space_weather.flares,space.nasa.donki_flr,space,nasa,donki_flr
nasa.epic,nasa.earth.epic,space.nasa.epic,space,nasa,epic
nasa.image_search,nasa.media.search,space.nasa.image_search,space,nasa,image_search
jpl.close_approaches,jpl.asteroids.approaches,space.jpl.close_approaches,space,jpl,close_approaches
jpl.fireballs,jpl.events.fireballs,space.jpl.fireballs,space,jpl,fireballs
jpl.small_body,jpl.bodies.lookup,space.jpl.small_body,space,jpl,small_body
jpl.impact_risk,jpl.asteroids.sentry,space.jpl.impact_risk,space,jpl,impact_risk
rawg.game_search,rawg.games.search,entertainment.rawg.game_search,entertainment,rawg,game_search
rawg.game_details,rawg.games.details,entertainment.rawg.game_details,entertainment,rawg,game_details
rawg.screenshots,rawg.games.screenshots,entertainment.rawg.screenshots,entertainment,rawg,screenshots
rawg.store_links,rawg.games.stores,entertainment.rawg.store_links,entertainment,rawg,store_links
rawg.game_series,rawg.games.series,entertainment.rawg.game_series,entertainment,rawg,game_series
igdb.game_search,igdb.games.search,entertainment.igdb.game_search,entertainment,igdb,game_search
igdb.game_details,igdb.games.details,entertainment.igdb.game_details,entertainment,igdb,game_details
igdb.company_info,igdb.companies.info,entertainment.igdb.company_info,entertainment,igdb,company_info
igdb.platform_info,igdb.platforms.info,entertainment.igdb.platform_info,entertainment,igdb,platform_info
igdb.game_media,igdb.games.media,entertainment.igdb.game_media,entertainment,igdb,game_media
qrserver.generate,qrserver.qr.generate,developer.qrserver.generate,developer,qrserver,generate
qrserver.read,qrserver.qr.read,developer.qrserver.read,developer,qrserver,read
upc.lookup,upc.products.lookup,developer.upc.lookup,developer,upc,lookup
upc.search,upc.products.search,developer.upc.search,developer,upc,search
ip.lookup,ip.intelligence.lookup,developer.ip.lookup,developer,ip,lookup
ip.bulk_lookup,ip.intelligence.bulk,developer.ip.bulk_lookup,developer,ip,bulk_lookup
earthquake.search,earthquake.events.search,world.earthquake.search,world,earthquake,search
earthquake.feed,earthquake.events.feed,world.earthquake.feed,world,earthquake,feed
earthquake.count,earthquake.events.count,world.earthquake.count,world,earthquake,count
anime.search,anime.titles.search,entertainment.anime.search,entertainment,anime,search
anime.details,anime.titles.details,entertainment.anime.details,entertainment,anime,details
manga.details,anime.manga.details,entertainment.manga.details,entertainment,manga,details
anime.characters,anime.titles.characters,entertainment.anime.characters,entertainment,anime,characters
anime.top,anime.titles.top,entertainment.anime.top,entertainment,anime,top
books.isbn_lookup,books.editions.isbn,education.books.isbn_lookup,education,books,isbn_lookup
books.search,books.catalog.search,education.books.search,education,books,search
books.work_details,books.works.details,education.books.work_details,education,books,work_details
books.author,books.authors.details,education.books.author,education,books,author
email.validate,email.validation.check,messaging.email.validate,messaging,email,validate
shorturl.create,web.url.shorten,developer.shorturl.create,developer,shorturl,create
shorturl.stats,web.url.stats,developer.shorturl.stats,developer,shorturl,stats
exchangerate.latest,currency.exchange.latest,finance.exchangerate.latest,finance,exchangerate,latest
exchangerate.convert,currency.exchange.convert,finance.exchangerate.convert,finance,exchangerate,convert
calendarific.holidays,calendar.holidays.premium,world.calendarific.holidays,world,calendarific,holidays
weather_alerts.active,weather.alerts.active,weather.weather_alerts.active,weather,weather_alerts,active
weather_alerts.by_area,weather.alerts.by_state,weather.weather_alerts.by_area,weather,weather_alerts,by_area
holidays.by_country,calendar.holidays.by_country,world.holidays.by_country,world,holidays,by_country
holidays.next,calendar.holidays.next,world.holidays.next,world,holidays,next
vin.decode,vehicle.vin.decode,developer.vin.decode,developer,vin,decode
vin.models,vehicle.vin.models,developer.vin.models,developer,vin,models
country.search,world.country.search,world.country.search,world,country,search
country.by_code,world.country.code,world.country.by_code,world,country,by_code
food.barcode,food.product.barcode,world.food.barcode,world,food,barcode
food.search,food.product.search,world.food.search,world,food,search
openbeautyfacts.barcode,openbeautyfacts.product.barcode,health.openbeautyfacts.barcode,health,openbeautyfacts,barcode
openbeautyfacts.search,openbeautyfacts.product.search,health.openbeautyfacts.search,health,openbeautyfacts,search
random.user,test.random.user,world.random.user,world,random,user
ssl.check,web.ssl.check,developer.ssl.check,developer,ssl,check
gdelt.search,events.global.search,news.gdelt.search,news,gdelt,search
gdelt.timeline,events.global.timeline,news.gdelt.timeline,news,gdelt,timeline
firms.fires,earth.fires.detect,space.firms.fires,space,firms,fires
worldclock.current,time.worldclock.current,developer.worldclock.current,developer,worldclock,current
worldclock.convert,time.worldclock.convert,developer.worldclock.convert,developer,worldclock,convert
worldclock.zones,time.worldclock.zones,developer.worldclock.zones,developer,worldclock,zones
screenshot.capture,web.screenshot.capture,media.screenshot.capture,media,screenshot,capture
sports.football_fixtures,sports.football.fixtures,entertainment.sports.football_fixtures,entertainment,sports,football_fixtures
sports.football_standings,sports.football.standings,entertainment.sports.football_standings,entertainment,sports,football_standings
sports.football_leagues,sports.football.leagues,entertainment.sports.football_leagues,entertainment,sports,football_leagues
sports.basketball_games,sports.basketball.games,entertainment.sports.basketball_games,entertainment,sports,basketball_games
langbly.translate,translate.text.translate,developer.langbly.translate,developer,langbly,translate
langbly.detect,translate.text.detect,developer.langbly.detect,developer,langbly,detect
langbly.languages,translate.text.languages,developer.langbly.languages,developer,langbly,languages
twilio.lookup,phone.twilio.lookup,messaging.twilio.lookup,messaging,twilio,lookup
twilio.send_sms,phone.twilio.sms,messaging.twilio.send_sms,messaging,twilio,send_sms
telnyx.send_sms_na,phone.telnyx.sms_na,messaging.telnyx.send_sms_na,messaging,telnyx,send_sms_na
telnyx.send_sms_world,phone.telnyx.sms_world,messaging.telnyx.send_sms_world,messaging,telnyx,send_sms_world
telnyx.send_sms_premium,phone.telnyx.sms_premium,messaging.telnyx.send_sms_premium,messaging,telnyx,send_sms_premium
telnyx.estimate_price,phone.telnyx.estimate,messaging.telnyx.estimate_price,messaging,telnyx,estimate_price
telnyx.message_status,phone.telnyx.status,messaging.telnyx.message_status,messaging,telnyx,message_status
telnyx.list_messages,phone.telnyx.list,messaging.telnyx.list_messages,messaging,telnyx,list_messages
telnyx.balance,phone.telnyx.balance,messaging.telnyx.balance,messaging,telnyx,balance
swpc.k_index,space.swpc.k_index,space.swpc.k_index,space,swpc,k_index
swpc.aurora,space.swpc.aurora,space.swpc.aurora,space,swpc,aurora
swpc.solar_wind,space.swpc.solar_wind,space.swpc.solar_wind,space,swpc,solar_wind
swpc.solar_regions,space.swpc.solar_regions,space.swpc.solar_regions,space,swpc,solar_regions
bible.translations,bible.catalog.translations,education.bible.translations,education,bible,translations
bible.books,bible.catalog.books,education.bible.books,education,bible,books
bible.passage,bible.text.passage,education.bible.passage,education,bible,passage
bible.commentaries,bible.catalog.commentaries,education.bible.commentaries,education,bible,commentaries
gutendex.search,books.gutendex.search,education.gutendex.search,education,gutendex,search
gutendex.book,books.gutendex.book,education.gutendex.book,education,gutendex,book
gutendex.by_author,books.gutendex.by_author,education.gutendex.by_author,education,gutendex,by_author
gutendex.popular,books.gutendex.popular,education.gutendex.popular,education,gutendex,popular
librivox.search,books.librivox.search,education.librivox.search,education,librivox,search
librivox.book,books.librivox.book,education.librivox.book,education,librivox,book
tatoeba.search,language.tatoeba.search,education.tatoeba.search,education,tatoeba,search
tatoeba.sentence,language.tatoeba.sentence,education.tatoeba.sentence,education,tatoeba,sentence
tatoeba.languages,language.tatoeba.languages,education.tatoeba.languages,education,tatoeba,languages
loc.search,media.loc.search,media.loc.search,media,loc,search
loc.item,media.loc.item,media.loc.item,media,loc,item
loc.collections,media.loc.collections,media.loc.collections,media,loc,collections
ukpolice.crimes_near,gov.ukpolice.crimes_near,legal.ukpolice.crimes_near,legal,ukpolice,crimes_near
ukpolice.forces,gov.ukpolice.forces,legal.ukpolice.forces,legal,ukpolice,forces
ukpolice.outcomes_at_location,gov.ukpolice.outcomes,legal.ukpolice.outcomes_at_location,legal,ukpolice,outcomes_at_location
brasilapi.cnpj,gov.brasilapi.cnpj,finance.brasilapi.cnpj,finance,brasilapi,cnpj
brasilapi.cep,gov.brasilapi.cep,finance.brasilapi.cep,finance,brasilapi,cep
brasilapi.banks,gov.brasilapi.banks,finance.brasilapi.banks,finance,brasilapi,banks
brasilapi.rates,gov.brasilapi.rates,finance.brasilapi.rates,finance,brasilapi,rates
brasilapi.holidays,gov.brasilapi.holidays,finance.brasilapi.holidays,finance,brasilapi,holidays
brasilapi.ddd,gov.brasilapi.ddd,finance.brasilapi.ddd,finance,brasilapi,ddd
ibge.states,gov.ibge.states,world.ibge.states,world,ibge,states
ibge.municipalities,gov.ibge.municipalities,world.ibge.municipalities,world,ibge,municipalities
ibge.name_frequency,gov.ibge.name_frequency,world.ibge.name_frequency,world,ibge,name_frequency
ibge.cnae,gov.ibge.cnae,world.ibge.cnae,world,ibge,cnae
ibge.regions,gov.ibge.regions,world.ibge.regions,world,ibge,regions
bcb.selic,finance.bcb.selic,finance.bcb.selic,finance,bcb,selic
bcb.cdi,finance.bcb.cdi,finance.bcb.cdi,finance,bcb,cdi
bcb.ipca,finance.bcb.ipca,finance.bcb.ipca,finance,bcb,ipca
bcb.usd_brl,finance.bcb.usd_brl,finance.bcb.usd_brl,finance,bcb,usd_brl
bcb.eur_brl,finance.bcb.eur_brl,finance.bcb.eur_brl,finance,bcb,eur_brl
bcb.selic_target,finance.bcb.selic_target,finance.bcb.selic_target,finance,bcb,selic_target
eurostat.unemployment,finance.eurostat.unemployment,finance.eurostat.unemployment,finance,eurostat,unemployment
eurostat.inflation,finance.eurostat.inflation,finance.eurostat.inflation,finance,eurostat,inflation
eurostat.gdp_growth,finance.eurostat.gdp_growth,finance.eurostat.gdp_growth,finance,eurostat,gdp_growth
eurostat.population,finance.eurostat.population,finance.eurostat.population,finance,eurostat,population
sg.weather_forecast,gov.sg.weather_forecast,weather.sg.weather_forecast,weather,sg,weather_forecast
sg.air_quality,gov.sg.air_quality,weather.sg.air_quality,weather,sg,air_quality
sg.rainfall,gov.sg.rainfall,weather.sg.rainfall,weather,sg,rainfall
sg.taxi_availability,gov.sg.taxi_availability,weather.sg.taxi_availability,weather,sg,taxi_availability
airnow.current_zip,weather.airnow.current_zip,weather.airnow.current_zip,weather,airnow,current_zip
airnow.current_latlng,weather.airnow.current_latlng,weather.airnow.current_latlng,weather,airnow,current_latlng
airnow.forecast_zip,weather.airnow.forecast_zip,weather.airnow.forecast_zip,weather,airnow,forecast_zip
airnow.forecast_latlng,weather.airnow.forecast_latlng,weather.airnow.forecast_latlng,weather,airnow,forecast_latlng
nps.parks,travel.nps.parks,travel.nps.parks,travel,nps,parks
nps.alerts,travel.nps.alerts,travel.nps.alerts,travel,nps,alerts
nps.campgrounds,travel.nps.campgrounds,travel.nps.campgrounds,travel,nps,campgrounds
nps.things_to_do,travel.nps.things_to_do,travel.nps.things_to_do,travel,nps,things_to_do
eia.electricity_retail,finance.eia.electricity,finance.eia.electricity_retail,finance,eia,electricity_retail
eia.petroleum_spot,finance.eia.petroleum,finance.eia.petroleum_spot,finance,eia,petroleum_spot
eia.natural_gas,finance.eia.natural_gas,finance.eia.natural_gas,finance,eia,natural_gas
eia.series,finance.eia.series,finance.eia.series,finance,eia,series
fec.candidates,gov.fec.candidates,legal.fec.candidates,legal,fec,candidates
fec.committee_totals,gov.fec.committee_totals,legal.fec.committee_totals,legal,fec,committee_totals
fec.super_pac_spending,gov.fec.super_pac_spending,legal.fec.super_pac_spending,legal,fec,super_pac_spending
fec.elections,gov.fec.elections,legal.fec.elections,legal,fec,elections
stability.generate,ai.image.generate,media.stability.generate,media,stability,generate
resend.send_email,email.transactional.send,messaging.resend.send_email,messaging,resend,send_email
resend.email_status,email.transactional.status,messaging.resend.email_status,messaging,resend,email_status
mastodon.trending,social.mastodon.trending,social.mastodon.trending,social,mastodon,trending
mastodon.trending_tags,social.mastodon.tags,social.mastodon.trending_tags,social,mastodon,trending_tags
regulations.search,legal.regulations.search,legal.regulations.search,legal,regulations,search
regulations.document,legal.regulations.document,legal.regulations.document,legal,regulations,document
fedregister.search,legal.fedregister.search,legal.fedregister.search,legal,fedregister,search
fedregister.document,legal.fedregister.document,legal.fedregister.document,legal,fedregister,document
fedregister.recent,legal.fedregister.recent,legal.fedregister.recent,legal,fedregister,recent
courtlistener.search,legal.caselaw.search,legal.courtlistener.search,legal,courtlistener,search
courtlistener.opinion,legal.caselaw.opinion,legal.courtlistener.opinion,legal,courtlistener,opinion
courtlistener.dockets,legal.caselaw.dockets,legal.courtlistener.dockets,legal,courtlistener,dockets
ocr.extract_text,ai.ocr.extract,media.ocr.extract_text,media,ocr,extract_text
finnhub.quote,stocks.market.quote,finance.finnhub.quote,finance,finnhub,quote
finnhub.company_profile,stocks.company.profile,finance.finnhub.company_profile,finance,finnhub,company_profile
finnhub.company_news,stocks.company.news,finance.finnhub.company_news,finance,finnhub,company_news
finnhub.candles,stocks.market.candles,finance.finnhub.candles,finance,finnhub,candles
finnhub.market_news,stocks.market.news,finance.finnhub.market_news,finance,finnhub,market_news
news.latest,news.global.latest,news.news.latest,news,news,latest
news.crypto,news.crypto.latest,news.news.crypto,news,news,crypto
news.sources,news.global.sources,news.news.sources,news,news,sources
exa.search,search.semantic.web,search.exa.search,search,exa,search
exa.contents,search.semantic.contents,search.exa.contents,search,exa,contents
exa.find_similar,search.semantic.similar,search.exa.find_similar,search,exa,find_similar
tavily.search,search.ai.web,search.tavily.search,search,tavily,search
tavily.extract,search.ai.extract,search.tavily.extract,search,tavily,extract
serper.web_search,search.google.web,search.serper.web_search,search,serper,web_search
serper.news_search,search.google.news,search.serper.news_search,search,serper,news_search
serper.image_search,search.google.images,search.serper.image_search,search,serper,image_search
serper.shopping_search,search.google.shopping,search.serper.shopping_search,search,serper,shopping_search
usrealestate.for_sale,realestate.listings.for_sale,location.usrealestate.for_sale,location,usrealestate,for_sale
usrealestate.property_detail,realestate.property.details,location.usrealestate.property_detail,location,usrealestate,property_detail
usrealestate.location_suggest,realestate.location.suggest,location.usrealestate.location_suggest,location,usrealestate,location_suggest
walkscore.score,realestate.walkscore.score,location.walkscore.score,location,walkscore,score
airquality.city,environment.airquality.city,weather.airquality.city,weather,airquality,city
airquality.nearest,environment.airquality.nearest,weather.airquality.nearest,weather,airquality,nearest
fatsecret.food_search,nutrition.fatsecret.search,health.fatsecret.food_search,health,fatsecret,food_search
fatsecret.food_details,nutrition.fatsecret.details,health.fatsecret.food_details,health,fatsecret,food_details
autodev.vin_decode,vehicle.autodev.vin_decode,developer.autodev.vin_decode,developer,autodev,vin_decode
pexels.search_photos,media.pexels.search_photos,media.pexels.search_photos,media,pexels,search_photos
pexels.search_videos,media.pexels.search_videos,media.pexels.search_videos,media,pexels,search_videos
pexels.curated,media.pexels.curated,media.pexels.curated,media,pexels,curated
browser.create_session,infra.browser.create_session,infrastructure.browser.create_session,infrastructure,browser,create_session
browser.session_status,infra.browser.session_status,infrastructure.browser.session_status,infrastructure,browser,session_status
browser.session_content,infra.browser.session_content,infrastructure.browser.session_content,infrastructure,browser,session_content
browser.list_sessions,infra.browser.list_sessions,infrastructure.browser.list_sessions,infrastructure,browser,list_sessions
telegram.send_message,messaging.telegram.send_message,messaging.telegram.send_message,messaging,telegram,send_message
telegram.send_photo,messaging.telegram.send_photo,messaging.telegram.send_photo,messaging,telegram,send_photo
telegram.send_document,messaging.telegram.send_document,messaging.telegram.send_document,messaging,telegram,send_document
telegram.get_updates,messaging.telegram.get_updates,messaging.telegram.get_updates,messaging,telegram,get_updates
telegram.get_chat,messaging.telegram.get_chat,messaging.telegram.get_chat,messaging,telegram,get_chat
